system:index,Date,Sentinel_AAI,Sentinel_NO2,.geo
240,2019-02-23,-1.1866266380979693,6.0887550317963164E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,2019-02-24,-1.2771184570276186,7.285744624114279E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,2019-02-25,-0.14154337023416094,2.031731930473736E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,2019-02-27,-1.255982188406188,7.168682504626196E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,2019-02-28,-1.5364524130818322,6.079545943098964E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,2019-03-01,-1.2760512171956064,1.019623802638457E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,2019-03-03,-0.23476353554194396,7.677290451372736E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,2019-03-04,-0.7775261852565788,4.3303989377945756E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,2019-03-05,-1.7043367479976699,5.075073296100906E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,2019-03-06,-1.4378040627182314,7.161727216872903E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,2019-03-07,-1.1519005943975038,1.0065408785656267E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,2019-03-08,-0.4789574836812961,9.426862313402918E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,2019-03-09,-0.8647784255064741,5.347362214112209E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,2019-03-10,-1.1188333610386318,8.533596340079306E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,2019-03-11,-1.2222511254400503,6.056456501095796E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,2019-03-12,-1.6833095397069822,4.521655525610821E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,2019-03-15,-0.8949514319617281,7.479730966517575E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,2019-03-16,-1.0949574706109553,7.668449479824669E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,2019-03-17,-1.1921437671141162,7.364288994507642E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,2019-03-18,-0.8857728088735074,9.955312105164202E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,2019-03-19,-0.4992279830124115,6.621110305608272E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,2019-03-20,-0.029998541308620025,8.394872954505695E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,2019-03-21,-0.6400569241814184,6.542488710475673E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,2019-03-22,-0.348143719416506,5.30445730578689E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,2019-03-23,-0.3920193497033321,5.0262849256937345E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,2019-03-24,0.08789090981744362,4.4018451396969585E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,2019-03-25,-0.36637602416495524,5.723985140723193E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,2019-03-26,-0.4497039923899183,6.815966494163701E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,2019-03-27,-1.721684318915348,4.442065146528807E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,2019-03-28,-0.9095740185324543,1.1028539768431971E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,2019-03-29,0.11903488063262,9.050010662268569E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,2019-03-30,0.2178094358200366,1.3970334874558043E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,2019-03-31,-0.3285694160692029,6.126441100895878E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,2019-04-01,-0.3348691545264325,7.653402833792296E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,2019-04-02,-0.9024415647062293,1.3502401453463782E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,2019-04-03,-0.7028906617857424,8.245262852364063E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,2019-04-04,-0.17368839687488036,1.0561627433677052E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,2019-04-05,-0.08369910443201932,1.351445163578508E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,2019-04-06,0.1823680855212847,1.1103761733734108E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,2019-04-07,-0.7148892520119651,1.1304383964206644E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,2019-04-08,0.048778082418861134,1.353941148526691E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,2019-04-09,0.16213174443277534,1.225099769874539E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,2019-04-10,0.17172657390329568,1.0083847554304374E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,2019-04-11,0.2779590349785716,9.333594794807071E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,2019-04-12,-0.2416132566422658,9.396815973215619E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,2019-04-13,-0.0010557203657602337,6.020745451326648E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,2019-04-14,0.5795818386306568,5.210707026504891E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,2019-04-15,-0.10555919041729027,6.672081493769478E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,2019-04-17,-1.2226874817476172,6.804009641830608E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,2019-04-18,-1.6741153488191522,1.0893773101179906E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
295,2019-04-19,-1.3255019848717158,6.73268799451932E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,2019-04-20,-0.8194919541360335,8.517698324009431E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,2019-04-21,-0.6502396474297056,6.857170402018533E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,2019-04-22,-0.462365441593516,1.1075761607407318E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,2019-04-23,-0.3598198035099934,1.03350919970607E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,2019-04-24,0.4822578899710555,8.857131583791836E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,2019-04-25,0.601660346437904,9.031532372016723E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,2019-04-26,0.526838264035203,6.620653545102007E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,2019-04-27,0.745347482849755,6.650199862293434E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
304,2019-04-28,0.7075814030693063,6.211348346817749E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,2019-04-29,0.45417653844091194,7.401950311074553E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,2019-04-30,0.8872844274805155,9.713290932242455E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,2019-05-01,0.8136846082358503,1.2284448090748432E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,2019-05-02,0.7765654523852539,1.0973389378494913E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,2019-05-03,0.15963337198500324,1.460985964143752E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,2019-05-04,-0.07323960230520755,9.520069787344115E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,2019-05-05,0.15550988813698735,7.402577812291306E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
312,2019-05-06,0.9868766939504368,8.031709072789957E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
313,2019-05-07,1.3796511064629022,6.052898563470068E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
314,2019-05-08,0.8640411695461676,8.159366099155205E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
315,2019-05-09,0.6717095896838708,8.923695151228534E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
316,2019-05-10,0.985810825652204,7.182157165914236E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
317,2019-05-11,0.5164850118015294,7.834266416883008E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,2019-05-12,0.375105017958208,6.91747389207898E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
319,2019-05-13,0.5378602702678394,1.198934888039379E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,2019-05-14,-0.42691003726534693,1.1279987670681298E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
321,2019-05-15,-0.48310333543684775,5.4264841983576794E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,2019-05-16,-0.20982887497128125,8.96226840512402E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,2019-05-17,0.09234655149785195,7.004102925554798E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
324,2019-05-18,-0.9422582077882331,8.101988182567752E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
325,2019-05-19,-0.6595495887838696,1.0748322056813186E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
326,2019-05-20,-0.44292104934741156,8.671043959214266E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
327,2019-05-21,-0.4870102771040668,7.765373016357538E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
328,2019-05-22,-0.32089361903115743,2.895651724661813E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,2019-05-23,0.03464960008682964,9.634043493189408E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,2019-05-24,-0.5073441873243318,5.559361892583917E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
331,2019-05-25,-0.20143510311736737,7.616633107663563E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
332,2019-05-26,-0.2722590134088911,5.8857396608519934E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,2019-05-27,-0.07241012477646011,6.71716524956717E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
334,2019-05-28,0.19368776231826565,7.49463987685674E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,2019-05-29,0.4036371042272807,9.041044223784599E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
336,2019-05-30,0.45313462311573155,9.260051590447523E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
337,2019-05-31,0.42341705178523026,1.0090707758249253E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
338,2019-06-01,0.7341285748953639,1.0112536860998709E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
339,2019-06-02,0.5505229956670121,9.931614015325068E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
340,2019-06-03,0.5814397143895409,8.722501761669348E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,2019-06-04,0.3324834461652653,9.555987904806048E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
342,2019-06-05,0.11214972111040046,9.304953710432321E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
343,2019-06-06,-0.04954498162242134,1.2557781460489974E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
344,2019-06-07,-0.006400908294726636,1.0351505235780466E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,2019-06-08,0.06255987338673777,1.0156683264218194E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,2019-06-09,0.41488846714251026,1.0960566303365302E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
347,2019-06-10,0.3506939963577932,1.0134366510818724E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
348,2019-06-11,0.11540983706084877,5.4706566606488766E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,2019-06-12,0.34632658249806353,7.869564175808239E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
350,2019-06-13,0.4940527092991643,8.537516982107127E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
351,2019-06-14,0.7865624113250234,9.241898087523816E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
352,2019-06-15,0.9597681046419864,7.927728056858194E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
353,2019-06-16,-1.1083800759441336,4.352459807812421E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
355,2019-06-18,-0.4757660795683436,4.896554564616999E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,2019-06-19,-0.0627392142761344,1.4596595617883076E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
357,2019-06-20,-0.5188121955599163,1.2966535456412293E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,2019-06-21,-1.150988511876999,1.220900317040081E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,2019-06-22,-0.7617436317978303,9.430145517332757E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,2019-06-23,-0.7674350985905861,8.754824503336856E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,2019-06-24,-0.5111422941036611,4.870158569593919E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,2019-06-25,-1.012259809074953,1.095312224119412E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,2019-06-26,-1.5216101426189195,1.0528787229279501E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,2019-06-27,-1.137040261485569,5.209689608953678E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,2019-06-28,0.014661512211326376,6.258351572187381E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,2019-06-29,0.5615814182255452,6.294269170990991E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
367,2019-06-30,0.7210611833204694,6.214769917693502E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,2019-07-01,0.2085040836305431,1.0052795990127905E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
369,2019-07-02,-0.5568061970985247,1.0585998941869025E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
370,2019-07-03,-0.7821043427450685,8.493407476329092E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
372,2019-07-05,-0.33716797969371226,6.363328726393443E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
373,2019-07-06,-1.177678628415203,1.3271024297904926E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,2019-07-07,-1.4722425499621639,6.279548116276069E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
375,2019-07-08,-0.5465359321168582,8.497671697448553E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
376,2019-07-09,-0.4241600038083031,2.8786383861793194E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
377,2019-07-10,2.1137478032791712,4.7927696528499995E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,2019-07-11,1.1115215880798774,6.345115070506683E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,2019-07-12,2.3792573443620175,3.593885589740898E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
380,2019-07-13,1.5896548425532975,3.327230951293114E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
381,2019-07-14,0.9845839860369565,4.2158571943015035E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,2019-07-17,-1.2341941713900741,8.584112947573885E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
385,2019-07-18,-1.6727832589451013,4.918099909469757E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
386,2019-07-19,-0.7257665198705502,8.210184852176E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
387,2019-07-20,-0.5916299189808792,5.072714338894002E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
388,2019-07-21,-0.8763664004233029,4.9467422729901105E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
389,2019-07-22,-1.5079064636471546,5.116954920315171E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,2019-07-23,-1.6698456930900996,5.769878427203844E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,2019-07-28,-1.7270749735246245,5.4227161072241565E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
397,2019-07-30,-1.1763154598636358,4.630365824176836E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
399,2019-08-01,-1.3830970005861989,5.147828771707793E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
400,2019-08-02,-1.2818504356824516,4.1652459271532175E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
402,2019-08-04,-1.0795380726893782,4.287405459771223E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
405,2019-08-07,-1.6209126007065522,5.9822048399470044E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
406,2019-08-08,-1.9041113792076527,7.131121092311286E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
409,2019-08-11,-0.9172384625588399,2.727037775608858E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
411,2019-08-13,-1.9628751074534296,3.517651013048186E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
412,2019-08-14,-1.6493833817264303,4.467500912141986E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
413,2019-08-15,-0.8334991791991091,5.3301984555923304E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
414,2019-08-16,-1.1921890399334887,3.433629935023438E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
417,2019-08-19,-1.8372901271457378,5.66775135908976E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
418,2019-08-20,-1.1318377095551944,4.0572008826892156E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
419,2019-08-21,-0.7059355599204696,3.6729933445599746E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
420,2019-08-22,-0.7456993546523714,4.083839123006854E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
421,2019-08-23,-1.4696961568257856,4.594034385858134E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
424,2019-08-26,-0.9025106128233347,3.8941729521928095E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
425,2019-08-27,-1.281524626737786,4.8458928276907553E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
426,2019-08-28,-1.6597880083117555,5.828265470784441E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
427,2019-08-29,-1.9500018292093089,6.470984344742504E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
428,2019-08-30,-1.5928034473425121,3.8415019997491155E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
429,2019-08-31,-0.9008838193849558,5.244542193893791E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
430,2019-09-01,-0.909089048581706,9.610638055763954E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
431,2019-09-02,-1.5651724254368355,5.681266390116949E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
432,2019-09-03,-2.005575231322738,1.009458964074298E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
433,2019-09-04,-1.8072872031144616,8.686584161013052E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
434,2019-09-05,-0.6899451183955265,3.98779872425221E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
435,2019-09-06,-0.6875053193276469,4.771883457101344E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
436,2019-09-07,-1.0681934708897387,6.709528305609772E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
437,2019-09-08,-1.7724939886686204,5.1961815946096604E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
438,2019-09-09,-1.7181446990696319,7.323068268006533E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
439,2019-09-10,-1.2010890999816461,4.9514429823218644E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
440,2019-09-11,-0.5431311085426871,5.4918836640373014E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
441,2019-09-12,-0.5333692654564715,7.291539459813668E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
442,2019-09-13,-1.5732053821477596,7.418714193636757E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
443,2019-09-14,-1.8726132552786299,5.286877797592202E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
444,2019-09-15,-1.6920322769982237,2.9583062262337797E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
445,2019-09-16,-0.593375873304377,6.828494048219181E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
446,2019-09-17,-0.8707682565928854,7.96387607245379E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
447,2019-09-18,-1.1811108093596545,1.086034751676061E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
448,2019-09-19,-1.8355843843110045,6.159196113582958E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
449,2019-09-20,-1.9258393933072715,4.552067306483453E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
450,2019-09-21,-0.8331206192865435,6.128685053742792E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
451,2019-09-22,-0.388160957781871,3.550795865337399E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
452,2019-09-23,-1.5793887856044238,8.336065034979038E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
453,2019-09-24,-1.6506021536301516,6.695530961092E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
454,2019-09-25,-1.8674135469625852,5.8822769634823984E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
455,2019-09-26,-1.4497282932719524,3.871588424401989E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
456,2019-09-27,-0.5980224555807041,2.55867689702427E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
457,2019-09-28,-0.9148290070980049,5.8227627403929764E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
458,2019-09-29,-1.5029247484314743,6.498778980277883E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
459,2019-09-30,-1.8922410001039587,6.135510638084971E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
461,2019-10-02,-0.46001813604570363,6.185055426718328E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
462,2019-10-03,-0.915262577248351,6.511695473858282E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
463,2019-10-04,-1.4889647783005713,6.407202825796764E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
464,2019-10-05,-1.1766353634538034,7.751360269951405E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
465,2019-10-06,-1.695851254312246,9.741769171967139E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
466,2019-10-07,-0.8738943731248858,4.6727704118270954E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
467,2019-10-08,-0.9945619635262487,6.587540871679293E-5,"{""type"":""MultiPoint"",""coordinates"":[]}"
468,2019-10-09,-1.1589815663546608,1.1553550324098882E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
469,2019-10-10,-1.0444612301394383,1.5299764730325257E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
470,2019-10-11,-1.3491123614917342,1.1670406983251866E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
